Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hello1,,,,2022-06-28 00:20:21,2022-06-28 00:38:05,17m - 44.434s,FAILED
,,,,,,,
Test Cases/hello1,,,,2022-06-28 00:20:28,2022-06-28 00:38:05,17m - 37.414s,FAILED
"openBrowser("""")",,,,2022-06-28 00:20:36,2022-06-28 00:27:56,7m - 19.898s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",,,,2022-06-28 00:27:56,2022-06-28 00:38:05,10m - 9.300s,FAILED
